"ITTER107","Territory","ETA1","Age class","TITOLO_STUDIO","Highest level of education attained","CITTADINANZA","Citizenship","TIME","Select time","Value","Flag Codes","Flags"
"ITCD","Nord","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2022-Q2","Q2-2022",600.637,,
"ITCD","Nord","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2022-Q3","Q3-2022",619.123,,
"ITCD","Nord","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2022-Q4","Q4-2022",612.711,,
"ITCD","Nord","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2023-Q1","Q1-2023",615.379,,
"ITCD","Nord","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2023-Q2","Q2-2023",649.369,,
"ITCD","Nord","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2023-Q3","Q3-2023",673.973,,
"ITCD","Nord","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2023-Q4","Q4-2023",651.295,,
"ITCD","Nord","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2024-Q1","Q1-2024",635.6,,
"ITCD","Nord","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2024-Q2","Q2-2024",668.627,,
"ITCD","Nord","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2024-Q3","Q3-2024",689.974,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2019","2019",361.893,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q1","Q1-2019",342.879,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q2","Q2-2019",366.978,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q4","Q4-2019",364.382,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q3","Q3-2019",373.334,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2020","2020",329.376,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q2","Q2-2020",314.128,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q1","Q1-2020",308.744,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q3","Q3-2020",360.558,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q4","Q4-2020",334.073,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2021","2021",330.563,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2022","2022",326.994,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2023","2023",322.549,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q1","Q1-2021",311.302,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q2","Q2-2021",311.062,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q3","Q3-2021",360.818,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q4","Q4-2021",339.071,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q1","Q1-2022",318.9,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q2","Q2-2022",315.04,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q3","Q3-2022",343.389,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q4","Q4-2022",330.644,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2023-Q1","Q1-2023",298.166,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2023-Q2","Q2-2023",319.102,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2023-Q3","Q3-2023",332.889,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2023-Q4","Q4-2023",340.038,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2024-Q1","Q1-2024",338.127,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2024-Q2","Q2-2024",354.062,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2024-Q3","Q3-2024",365.201,,
"IT","Italy","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2019","2019",289.511,,
"IT","Italy","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2019-Q1","Q1-2019",278.102,,
"IT","Italy","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2019-Q2","Q2-2019",303.594,,
"IT","Italy","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2019-Q4","Q4-2019",274.303,,
"IT","Italy","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2019-Q3","Q3-2019",302.045,,
"IT","Italy","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2020","2020",249.331,,
"IT","Italy","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2020-Q2","Q2-2020",233.948,,
"IT","Italy","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2020-Q1","Q1-2020",248.243,,
"IT","Italy","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2020-Q3","Q3-2020",263.555,,
"IT","Italy","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2020-Q4","Q4-2020",251.578,,
"IT","Italy","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2021","2021",244.92,,
"IT","Italy","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2022","2022",273.407,,
"IT","Italy","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2023","2023",299.34,,
"IT","Italy","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2021-Q1","Q1-2021",225.461,,
"IT","Italy","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2021-Q2","Q2-2021",241.788,,
"IT","Italy","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2021-Q3","Q3-2021",255.161,,
"IT","Italy","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2021-Q4","Q4-2021",257.271,,
"IT","Italy","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2022-Q1","Q1-2022",256.519,,
"IT","Italy","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2022-Q2","Q2-2022",278.357,,
"IT","Italy","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2022-Q3","Q3-2022",290.115,,
"IT","Italy","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2022-Q4","Q4-2022",268.636,,
"IT","Italy","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2023-Q1","Q1-2023",270.603,,
"IT","Italy","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2023-Q2","Q2-2023",272.177,,
"IT","Italy","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2023-Q3","Q3-2023",312.002,,
"IT","Italy","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2023-Q4","Q4-2023",342.577,,
"IT","Italy","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2024-Q1","Q1-2024",323.526,,
"IT","Italy","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2024-Q2","Q2-2024",337.554,,
"IT","Italy","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2024-Q3","Q3-2024",324.359,,
"IT","Italy","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2019","2019",1215.702,,
"IT","Italy","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2019-Q1","Q1-2019",1201.339,,
"IT","Italy","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2019-Q2","Q2-2019",1235.792,,
"IT","Italy","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2019-Q4","Q4-2019",1206.305,,
"IT","Italy","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2019-Q3","Q3-2019",1219.37,,
"IT","Italy","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2020","2020",1147.461,,
"IT","Italy","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2020-Q2","Q2-2020",1116.279,,
"IT","Italy","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2020-Q1","Q1-2020",1159.505,,
"IT","Italy","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2020-Q3","Q3-2020",1179.336,,
"IT","Italy","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2020-Q4","Q4-2020",1134.723,,
"IT","Italy","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2021","2021",1132.489,,
"IT","Italy","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2022","2022",1143.995,,
"IT","Italy","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2023","2023",1063.133,,
"IT","Italy","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2021-Q1","Q1-2021",1028.539,,
"IT","Italy","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2021-Q2","Q2-2021",1082.754,,
"IT","Italy","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2021-Q3","Q3-2021",1209.685,,
"IT","Italy","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2021-Q4","Q4-2021",1208.979,,
"IT","Italy","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2022-Q1","Q1-2022",1145.274,,
"IT","Italy","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2022-Q2","Q2-2022",1164.984,,
"IT","Italy","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2022-Q3","Q3-2022",1129.079,,
"IT","Italy","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2022-Q4","Q4-2022",1136.644,,
"IT","Italy","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2023-Q1","Q1-2023",1089.444,,
"IT","Italy","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2023-Q2","Q2-2023",1066.71,,
"IT","Italy","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2023-Q3","Q3-2023",1050.866,,
"IT","Italy","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2023-Q4","Q4-2023",1045.51,,
"IT","Italy","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2024-Q1","Q1-2024",1081.841,,
"IT","Italy","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2024-Q2","Q2-2024",1103.019,,
"IT","Italy","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2024-Q3","Q3-2024",1112.72,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2019","2019",1405.709,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q1","Q1-2019",1389.243,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q2","Q2-2019",1418.6,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q4","Q4-2019",1400.623,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q3","Q3-2019",1414.371,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2020","2020",1309.627,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q2","Q2-2020",1262.288,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q1","Q1-2020",1348.335,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q3","Q3-2020",1330.028,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q4","Q4-2020",1297.858,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2021","2021",1362.682,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2022","2022",1451.819,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2023","2023",1464.393,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q1","Q1-2021",1251.955,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q2","Q2-2021",1343.674,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q3","Q3-2021",1398.55,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q4","Q4-2021",1456.551,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q1","Q1-2022",1405.879,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q2","Q2-2022",1456.213,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q3","Q3-2022",1477.736,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q4","Q4-2022",1467.449,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2023-Q1","Q1-2023",1409.713,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2023-Q2","Q2-2023",1440.449,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2023-Q3","Q3-2023",1501.323,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2023-Q4","Q4-2023",1506.087,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2024-Q1","Q1-2024",1482.841,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2024-Q2","Q2-2024",1549.266,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2024-Q3","Q3-2024",1550.5,,
"ITC","Nord-ovest","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2019","2019",102.44,,
"ITC","Nord-ovest","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2019-Q1","Q1-2019",100.836,,
"ITC","Nord-ovest","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2019-Q2","Q2-2019",100.251,,
"ITC","Nord-ovest","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2019-Q4","Q4-2019",100.708,,
"ITC","Nord-ovest","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2019-Q3","Q3-2019",107.963,,
"ITC","Nord-ovest","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2020","2020",85.699,,
"ITC","Nord-ovest","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2020-Q2","Q2-2020",72.214,,
"ITC","Nord-ovest","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2020-Q1","Q1-2020",85.643,,
"ITC","Nord-ovest","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2020-Q3","Q3-2020",92.548,,
"ITC","Nord-ovest","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2020-Q4","Q4-2020",92.393,,
"ITC","Nord-ovest","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2021","2021",86.468,,
"ITC","Nord-ovest","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2022","2022",97.884,,
"ITC","Nord-ovest","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2023","2023",111.237,,
"ITC","Nord-ovest","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2021-Q1","Q1-2021",69.835,,
"ITC","Nord-ovest","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2021-Q2","Q2-2021",93.313,,
"ITC","Nord-ovest","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2021-Q3","Q3-2021",94.427,,
"ITC","Nord-ovest","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2021-Q4","Q4-2021",88.299,,
"ITC","Nord-ovest","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2022-Q1","Q1-2022",85.391,,
"ITC","Nord-ovest","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2022-Q2","Q2-2022",105.434,,
"ITC","Nord-ovest","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2022-Q3","Q3-2022",103.573,,
"ITC","Nord-ovest","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2022-Q4","Q4-2022",97.139,,
"ITC","Nord-ovest","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2023-Q1","Q1-2023",96.615,,
"ITC","Nord-ovest","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2023-Q2","Q2-2023",102.283,,
"ITC","Nord-ovest","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2023-Q3","Q3-2023",123.09,,
"ITC","Nord-ovest","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2023-Q4","Q4-2023",122.959,,
"ITC","Nord-ovest","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2024-Q1","Q1-2024",116.343,,
"ITC","Nord-ovest","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2024-Q2","Q2-2024",125.957,,
"ITC","Nord-ovest","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2024-Q3","Q3-2024",108.605,,
"ITC","Nord-ovest","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2019","2019",418.468,,
"ITC","Nord-ovest","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2019-Q1","Q1-2019",420.154,,
"ITC","Nord-ovest","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2019-Q2","Q2-2019",423.624,,
"ITC","Nord-ovest","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2019-Q4","Q4-2019",412.675,,
"ITC","Nord-ovest","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2019-Q3","Q3-2019",417.42,,
"ITC","Nord-ovest","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2020","2020",394.507,,
"ITC","Nord-ovest","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2020-Q2","Q2-2020",388.614,,
"ITC","Nord-ovest","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2020-Q1","Q1-2020",399.301,,
"ITC","Nord-ovest","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2020-Q3","Q3-2020",396.115,,
"ITC","Nord-ovest","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2020-Q4","Q4-2020",393.998,,
"ITC","Nord-ovest","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2021","2021",389.364,,
"ITC","Nord-ovest","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2022","2022",402.86,,
"ITC","Nord-ovest","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2023","2023",386.958,,
"ITC","Nord-ovest","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2021-Q1","Q1-2021",354.177,,
"ITC","Nord-ovest","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2021-Q2","Q2-2021",359.403,,
"ITC","Nord-ovest","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2021-Q3","Q3-2021",408.23,,
"ITC","Nord-ovest","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2021-Q4","Q4-2021",435.648,,
"ITC","Nord-ovest","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2022-Q1","Q1-2022",404.019,,
"ITC","Nord-ovest","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2022-Q2","Q2-2022",397.392,,
"ITC","Nord-ovest","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2022-Q3","Q3-2022",397.369,,
"ITC","Nord-ovest","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2022-Q4","Q4-2022",412.66,,
"ITC","Nord-ovest","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2023-Q1","Q1-2023",391.85,,
"ITC","Nord-ovest","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2023-Q2","Q2-2023",385.001,,
"ITC","Nord-ovest","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2023-Q3","Q3-2023",374.289,,
"ITC","Nord-ovest","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2023-Q4","Q4-2023",396.694,,
"ITC","Nord-ovest","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2024-Q1","Q1-2024",413.222,,
"ITC","Nord-ovest","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2024-Q2","Q2-2024",416.754,,
"ITC","Nord-ovest","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2024-Q3","Q3-2024",410.601,,
"ITD","Nord-est","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2019","2019",80.888,,
"ITD","Nord-est","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2019-Q1","Q1-2019",81.687,,
"ITD","Nord-est","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2019-Q2","Q2-2019",85.567,,
"ITD","Nord-est","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2019-Q4","Q4-2019",83.685,,
"ITD","Nord-est","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2019-Q3","Q3-2019",72.612,,
"ITD","Nord-est","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2020","2020",74.468,,
"ITD","Nord-est","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2020-Q2","Q2-2020",70.325,,
"ITD","Nord-est","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2020-Q1","Q1-2020",79.361,,
"ITD","Nord-est","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2020-Q3","Q3-2020",72.031,,
"ITD","Nord-est","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2020-Q4","Q4-2020",76.153,,
"ITD","Nord-est","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2021","2021",75.487,,
"ITD","Nord-est","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2022","2022",83.111,,
"ITD","Nord-est","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2023","2023",85.309,,
"ITD","Nord-est","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2021-Q1","Q1-2021",77.87,,
"ITD","Nord-est","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2021-Q2","Q2-2021",72.386,,
"ITD","Nord-est","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2021-Q3","Q3-2021",73.181,,
"ITD","Nord-est","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2021-Q4","Q4-2021",78.512,,
"ITD","Nord-est","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2022-Q1","Q1-2022",75.339,,
"ITD","Nord-est","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2022-Q2","Q2-2022",77.672,,
"ITD","Nord-est","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2022-Q3","Q3-2022",92.586,,
"ITD","Nord-est","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2022-Q4","Q4-2022",86.847,,
"ITD","Nord-est","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2023-Q1","Q1-2023",71.577,,
"ITD","Nord-est","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2023-Q2","Q2-2023",79.167,,
"ITD","Nord-est","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2023-Q3","Q3-2023",91.683,,
"ITD","Nord-est","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2023-Q4","Q4-2023",98.81,,
"ITD","Nord-est","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2024-Q1","Q1-2024",82.256,,
"ITD","Nord-est","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2024-Q2","Q2-2024",91.846,,
"ITD","Nord-est","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2024-Q3","Q3-2024",102.928,,
"ITD","Nord-est","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2019","2019",253.958,,
"ITD","Nord-est","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2019-Q1","Q1-2019",255.806,,
"ITD","Nord-est","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2019-Q2","Q2-2019",268.993,,
"ITD","Nord-est","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2019-Q4","Q4-2019",234.238,,
"ITD","Nord-est","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2019-Q3","Q3-2019",256.795,,
