STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,MIGRATION_TYPE,Entry category,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,NOR,Norway,A,Annual,MIG_FLW,Migration flows by category,WO,Work,PS,Persons,2015,,2875,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,NOR,Norway,A,Annual,MIG_FLW,Migration flows by category,WO,Work,PS,Persons,2016,,2488,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,NOR,Norway,A,Annual,MIG_FLW,Migration flows by category,WO,Work,PS,Persons,2017,,2815,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,NOR,Norway,A,Annual,MIG_FLW,Migration flows by category,WO,Work,PS,Persons,2018,,3771,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,NOR,Norway,A,Annual,MIG_FLW,Migration flows by category,WO,Work,PS,Persons,2019,,4391,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,NOR,Norway,A,Annual,MIG_FLW,Migration flows by category,WO,Work,PS,Persons,2020,,2967,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,NOR,Norway,A,Annual,MIG_FLW,Migration flows by category,WO,Work,PS,Persons,2021,,4145,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,NOR,Norway,A,Annual,MIG_FLW,Migration flows by category,WO,Work,PS,Persons,2022,,5731,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,NOR,Norway,A,Annual,MIG_FLW,Migration flows by category,WO,Work,PS,Persons,2023,,5444,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,MEX,Mexico,A,Annual,MIG_FLW,Migration flows by category,AC,Accompanying family of workers,PS,Persons,2014,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,MEX,Mexico,A,Annual,MIG_FLW,Migration flows by category,AC,Accompanying family of workers,PS,Persons,2015,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,MEX,Mexico,A,Annual,MIG_FLW,Migration flows by category,AC,Accompanying family of workers,PS,Persons,2016,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,MEX,Mexico,A,Annual,MIG_FLW,Migration flows by category,AC,Accompanying family of workers,PS,Persons,2017,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,MEX,Mexico,A,Annual,MIG_FLW,Migration flows by category,AC,Accompanying family of workers,PS,Persons,2018,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,MEX,Mexico,A,Annual,MIG_FLW,Migration flows by category,AC,Accompanying family of workers,PS,Persons,2019,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,MEX,Mexico,A,Annual,MIG_FLW,Migration flows by category,AC,Accompanying family of workers,PS,Persons,2020,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,MEX,Mexico,A,Annual,MIG_FLW,Migration flows by category,AC,Accompanying family of workers,PS,Persons,2021,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,MEX,Mexico,A,Annual,MIG_FLW,Migration flows by category,AC,Accompanying family of workers,PS,Persons,2022,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,MEX,Mexico,A,Annual,MIG_FLW,Migration flows by category,AC,Accompanying family of workers,PS,Persons,2023,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,KOR,Korea,A,Annual,MIG_FLW,Migration flows by category,FA,Family,PS,Persons,2014,,14353,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,KOR,Korea,A,Annual,MIG_FLW,Migration flows by category,FA,Family,PS,Persons,2015,,13449,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,KOR,Korea,A,Annual,MIG_FLW,Migration flows by category,FA,Family,PS,Persons,2016,,14238,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,KOR,Korea,A,Annual,MIG_FLW,Migration flows by category,FA,Family,PS,Persons,2017,,13593,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,KOR,Korea,A,Annual,MIG_FLW,Migration flows by category,FA,Family,PS,Persons,2018,,14694,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,KOR,Korea,A,Annual,MIG_FLW,Migration flows by category,FA,Family,PS,Persons,2019,,15465,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,KOR,Korea,A,Annual,MIG_FLW,Migration flows by category,FA,Family,PS,Persons,2020,,16428,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,KOR,Korea,A,Annual,MIG_FLW,Migration flows by category,FA,Family,PS,Persons,2021,,9985,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,KOR,Korea,A,Annual,MIG_FLW,Migration flows by category,FA,Family,PS,Persons,2022,,11910,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,KOR,Korea,A,Annual,MIG_FLW,Migration flows by category,FA,Family,PS,Persons,2023,,16023,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,BEL,Belgium,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2014,,8139,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,BEL,Belgium,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2015,,10800,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,BEL,Belgium,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2016,,15478,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,BEL,Belgium,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2017,,13833,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,BEL,Belgium,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2018,,10483,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,BEL,Belgium,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2019,,6719,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,BEL,Belgium,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2020,,5836,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,BEL,Belgium,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2021,,10093,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,BEL,Belgium,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2022,,11061,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,BEL,Belgium,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2023,,10452,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,IRL,Ireland,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2014,,220,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,IRL,Ireland,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2015,,330,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,IRL,Ireland,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2016,,650,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,IRL,Ireland,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2017,,670,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,IRL,Ireland,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2018,,815,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,IRL,Ireland,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2019,,945,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,IRL,Ireland,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2020,,1030,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,IRL,Ireland,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2021,,1100,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,IRL,Ireland,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2022,,1925,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,IRL,Ireland,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2023,,2875,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,ESP,Spain,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2014,,2946,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,ESP,Spain,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2015,,2384,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,ESP,Spain,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2016,,8884,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,ESP,Spain,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2017,,5881,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,ESP,Spain,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2018,,4826,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,ESP,Spain,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2019,,5762,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,ESP,Spain,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2020,,8103,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,ESP,Spain,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2021,,8622,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,ESP,Spain,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2022,,16136,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,ESP,Spain,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2023,,12325,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,FIN,Finland,A,Annual,MIG_FLW,Migration flows by category,FR,Free movements,PS,Persons,2014,,9603,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,FIN,Finland,A,Annual,MIG_FLW,Migration flows by category,FR,Free movements,PS,Persons,2015,,9078,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,FIN,Finland,A,Annual,MIG_FLW,Migration flows by category,FR,Free movements,PS,Persons,2016,,8408,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,FIN,Finland,A,Annual,MIG_FLW,Migration flows by category,FR,Free movements,PS,Persons,2017,,6423,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,FIN,Finland,A,Annual,MIG_FLW,Migration flows by category,FR,Free movements,PS,Persons,2018,,6984,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,FIN,Finland,A,Annual,MIG_FLW,Migration flows by category,FR,Free movements,PS,Persons,2019,,6773,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,FIN,Finland,A,Annual,MIG_FLW,Migration flows by category,FR,Free movements,PS,Persons,2020,,6021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,FIN,Finland,A,Annual,MIG_FLW,Migration flows by category,FR,Free movements,PS,Persons,2021,,8510,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,FIN,Finland,A,Annual,MIG_FLW,Migration flows by category,FR,Free movements,PS,Persons,2022,,7571,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,FIN,Finland,A,Annual,MIG_FLW,Migration flows by category,FR,Free movements,PS,Persons,2023,,6127,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,NLD,Netherlands,A,Annual,MIG_FLW,Migration flows by category,FR,Free movements,PS,Persons,2014,,59087,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,NLD,Netherlands,A,Annual,MIG_FLW,Migration flows by category,FR,Free movements,PS,Persons,2015,,60764,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,NLD,Netherlands,A,Annual,MIG_FLW,Migration flows by category,FR,Free movements,PS,Persons,2016,,64697,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,NLD,Netherlands,A,Annual,MIG_FLW,Migration flows by category,FR,Free movements,PS,Persons,2017,,73479,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,NLD,Netherlands,A,Annual,MIG_FLW,Migration flows by category,FR,Free movements,PS,Persons,2018,,80338,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,NLD,Netherlands,A,Annual,MIG_FLW,Migration flows by category,FR,Free movements,PS,Persons,2019,,90520,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,NLD,Netherlands,A,Annual,MIG_FLW,Migration flows by category,FR,Free movements,PS,Persons,2020,,76524,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,NLD,Netherlands,A,Annual,MIG_FLW,Migration flows by category,FR,Free movements,PS,Persons,2021,,90838,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,NLD,Netherlands,A,Annual,MIG_FLW,Migration flows by category,FR,Free movements,PS,Persons,2022,,96443,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,NLD,Netherlands,A,Annual,MIG_FLW,Migration flows by category,FR,Free movements,PS,Persons,2023,,94775.7693,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,LUX,Luxembourg,A,Annual,MIG_FLW,Migration flows by category,AC,Accompanying family of workers,PS,Persons,2014,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,LUX,Luxembourg,A,Annual,MIG_FLW,Migration flows by category,AC,Accompanying family of workers,PS,Persons,2015,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,LUX,Luxembourg,A,Annual,MIG_FLW,Migration flows by category,AC,Accompanying family of workers,PS,Persons,2016,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,LUX,Luxembourg,A,Annual,MIG_FLW,Migration flows by category,AC,Accompanying family of workers,PS,Persons,2017,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,LUX,Luxembourg,A,Annual,MIG_FLW,Migration flows by category,AC,Accompanying family of workers,PS,Persons,2018,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,LUX,Luxembourg,A,Annual,MIG_FLW,Migration flows by category,AC,Accompanying family of workers,PS,Persons,2019,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,LUX,Luxembourg,A,Annual,MIG_FLW,Migration flows by category,AC,Accompanying family of workers,PS,Persons,2020,,0,,A,Normal value,0,Units,0,Zero
