DATAFLOW,FREQ,REF_AREA,DATA_TYPE,SEX,CITIZENSHIP,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_REF_AREA,NOTE_DATA_TYPE,NOTE_SEX,NOTE_CITIZENSHIP,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT109,FJAN,1,ASI_W,2023,34,,,FILTER__ITE3,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT109,FJAN,1,EU28,2023,1186,,,FILTER__ITE3,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT109,FJAN,1,OCE,2023,3,,,FILTER__ITE3,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT109,FJAN,1,WORLD,2023,7930,,,FILTER__ITE3,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT109,FJAN,1,XASI_C_S,2023,1570,,,FILTER__ITE3,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT109,FJAN,1,XEUR_NEU28_OTH,2023,1637,,,FILTER__ITE3,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT109,FJAN,2,999,2023,2,,,FILTER__ITE3,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT109,FJAN,2,AFR_C_S,2023,31,,,FILTER__ITE3,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT109,FJAN,2,AFR_E,2023,55,,,FILTER__ITE3,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT109,FJAN,2,AFR_N,2023,1065,,,FILTER__ITE3,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT109,FJAN,2,AFR_W,2023,271,,,FILTER__ITE3,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT109,FJAN,2,AME_C_S,2023,364,,,FILTER__ITE3,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT109,FJAN,2,AME_N,2023,26,,,FILTER__ITE3,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT109,FJAN,2,ASI_E,2023,1381,,,FILTER__ITE3,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT109,FJAN,2,ASI_W,2023,18,,,FILTER__ITE3,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT109,FJAN,2,EU28,2023,2597,,,FILTER__ITE3,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT109,FJAN,2,OCE,2023,2,,,FILTER__ITE3,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT109,FJAN,2,WORLD,2023,8703,,,FILTER__ITE3,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT109,FJAN,2,XASI_C_S,2023,724,,,FILTER__ITE3,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT109,FJAN,2,XEUR_NEU28_OTH,2023,2167,,,FILTER__ITE3,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT109,FJAN,9,999,2023,2,,,FILTER__ITE3,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT109,FJAN,9,AFR_C_S,2023,61,,,FILTER__ITE3,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT109,FJAN,9,AFR_E,2023,117,,,FILTER__ITE3,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT109,FJAN,9,AFR_N,2023,2219,,,FILTER__ITE3,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT109,FJAN,9,AFR_W,2023,925,,,FILTER__ITE3,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT109,FJAN,9,AME_C_S,2023,535,,,FILTER__ITE3,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT109,FJAN,9,AME_N,2023,39,,,FILTER__ITE3,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT109,FJAN,9,ASI_E,2023,2797,,,FILTER__ITE3,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT109,FJAN,9,ASI_W,2023,52,,,FILTER__ITE3,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT109,FJAN,9,EU28,2023,3783,,,FILTER__ITE3,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT109,FJAN,9,OCE,2023,5,,,FILTER__ITE3,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT109,FJAN,9,WORLD,2023,16633,,,FILTER__ITE3,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT109,FJAN,9,XASI_C_S,2023,2294,,,FILTER__ITE3,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT109,FJAN,9,XEUR_NEU28_OTH,2023,3804,,,FILTER__ITE3,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT110,FJAN,1,AFR_C_S,2023,20,,,FILTER__ITF4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT110,FJAN,1,AFR_E,2023,41,,,FILTER__ITF4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT110,FJAN,1,AFR_N,2023,973,,,FILTER__ITF4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT110,FJAN,1,AFR_W,2023,766,,,FILTER__ITF4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT110,FJAN,1,AME_C_S,2023,76,,,FILTER__ITF4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT110,FJAN,1,AME_N,2023,13,,,FILTER__ITF4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT110,FJAN,1,ASI_E,2023,379,,,FILTER__ITF4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT110,FJAN,1,ASI_W,2023,27,,,FILTER__ITF4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT110,FJAN,1,EU28,2023,2000,,,FILTER__ITF4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT110,FJAN,1,OCE,2023,0,,,FILTER__ITF4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT110,FJAN,1,WORLD,2023,5313,,,FILTER__ITF4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT110,FJAN,1,XASI_C_S,2023,335,,,FILTER__ITF4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT110,FJAN,1,XEUR_NEU28_OTH,2023,683,,,FILTER__ITF4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT110,FJAN,2,AFR_C_S,2023,15,,,FILTER__ITF4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT110,FJAN,2,AFR_E,2023,36,,,FILTER__ITF4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT110,FJAN,2,AFR_N,2023,553,,,FILTER__ITF4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT110,FJAN,2,AFR_W,2023,200,,,FILTER__ITF4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT110,FJAN,2,AME_C_S,2023,226,,,FILTER__ITF4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT110,FJAN,2,AME_N,2023,19,,,FILTER__ITF4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT110,FJAN,2,ASI_E,2023,389,,,FILTER__ITF4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT110,FJAN,2,ASI_W,2023,151,,,FILTER__ITF4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT110,FJAN,2,EU28,2023,2721,,,FILTER__ITF4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT110,FJAN,2,OCE,2023,2,,,FILTER__ITF4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT110,FJAN,2,WORLD,2023,5418,,,FILTER__ITF4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT110,FJAN,2,XASI_C_S,2023,80,,,FILTER__ITF4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT110,FJAN,2,XEUR_NEU28_OTH,2023,1026,,,FILTER__ITF4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT110,FJAN,9,AFR_C_S,2023,35,,,FILTER__ITF4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT110,FJAN,9,AFR_E,2023,77,,,FILTER__ITF4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT110,FJAN,9,AFR_N,2023,1526,,,FILTER__ITF4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT110,FJAN,9,AFR_W,2023,966,,,FILTER__ITF4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT110,FJAN,9,AME_C_S,2023,302,,,FILTER__ITF4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT110,FJAN,9,AME_N,2023,32,,,FILTER__ITF4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT110,FJAN,9,ASI_E,2023,768,,,FILTER__ITF4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT110,FJAN,9,ASI_W,2023,178,,,FILTER__ITF4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT110,FJAN,9,EU28,2023,4721,,,FILTER__ITF4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT110,FJAN,9,OCE,2023,2,,,FILTER__ITF4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT110,FJAN,9,WORLD,2023,10731,,,FILTER__ITF4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT110,FJAN,9,XASI_C_S,2023,415,,,FILTER__ITF4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT110,FJAN,9,XEUR_NEU28_OTH,2023,1709,,,FILTER__ITF4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT111,FJAN,1,999,2023,5,,,FILTER__ITG2,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT111,FJAN,1,AFR_C_S,2023,5,,,FILTER__ITG2,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT111,FJAN,1,AFR_E,2023,5,,,FILTER__ITG2,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT111,FJAN,1,AFR_N,2023,524,,,FILTER__ITG2,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT111,FJAN,1,AFR_W,2023,530,,,FILTER__ITG2,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT111,FJAN,1,AME_C_S,2023,97,,,FILTER__ITG2,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT111,FJAN,1,AME_N,2023,12,,,FILTER__ITG2,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT111,FJAN,1,ASI_E,2023,218,,,FILTER__ITG2,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT111,FJAN,1,ASI_W,2023,22,,,FILTER__ITG2,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT111,FJAN,1,EU28,2023,476,,,FILTER__ITG2,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT111,FJAN,1,OCE,2023,2,,,FILTER__ITG2,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT111,FJAN,1,WORLD,2023,2399,,,FILTER__ITG2,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT111,FJAN,1,XASI_C_S,2023,268,,,FILTER__ITG2,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT111,FJAN,1,XEUR_NEU28_OTH,2023,235,,,FILTER__ITG2,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT111,FJAN,2,999,2023,1,,,FILTER__ITG2,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT111,FJAN,2,AFR_C_S,2023,10,,,FILTER__ITG2,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT111,FJAN,2,AFR_E,2023,15,,,FILTER__ITG2,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT111,FJAN,2,AFR_N,2023,407,,,FILTER__ITG2,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT111,FJAN,2,AFR_W,2023,148,,,FILTER__ITG2,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT111,FJAN,2,AME_C_S,2023,208,,,FILTER__ITG2,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT111,FJAN,2,AME_N,2023,20,,,FILTER__ITG2,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT111,FJAN,2,ASI_E,2023,267,,,FILTER__ITG2,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,IT111,FJAN,2,ASI_W,2023,20,,,FILTER__ITG2,,,,,,
