Year,Country_Code,Country_Name,Sex,Value,Permit_Type,Dataset_Code,Dataset
2023,AL,Albania,Total,247717,Long-term,D5,Type of residence permit and citizenship
2023,AL,Albania,Total,141929,Short-term,D5,Type of residence permit and citizenship
2023,AL,Albania,Total,389646,Total,D5,Type of residence permit and citizenship
2024,AL,Albania,Male,112814,Long-term,D5,Type of residence permit and citizenship
2024,AL,Albania,Male,68859,Short-term,D5,Type of residence permit and citizenship
2024,AL,Albania,Male,181673,Total,D5,Type of residence permit and citizenship
2024,AL,Albania,Female,111458,Long-term,D5,Type of residence permit and citizenship
2024,AL,Albania,Female,66311,Short-term,D5,Type of residence permit and citizenship
2024,AL,Albania,Female,177769,Total,D5,Type of residence permit and citizenship
2024,AL,Albania,Total,224272,Long-term,D5,Type of residence permit and citizenship
2024,AL,Albania,Total,135170,Short-term,D5,Type of residence permit and citizenship
2024,AL,Albania,Total,359442,Total,D5,Type of residence permit and citizenship
2019,DZ,Algeria,Male,431,,D4,Immigrants - citizenship
2019,DZ,Algeria,Female,355,,D4,Immigrants - citizenship
2019,DZ,Algeria,Total,786,,D4,Immigrants - citizenship
2020,DZ,Algeria,Male,285,,D4,Immigrants - citizenship
2020,DZ,Algeria,Female,177,,D4,Immigrants - citizenship
2020,DZ,Algeria,Total,462,,D4,Immigrants - citizenship
2021,DZ,Algeria,Male,424,,D4,Immigrants - citizenship
2021,DZ,Algeria,Female,254,,D4,Immigrants - citizenship
2021,DZ,Algeria,Total,678,,D4,Immigrants - citizenship
2022,DZ,Algeria,Male,803,,D4,Immigrants - citizenship
2022,DZ,Algeria,Female,340,,D4,Immigrants - citizenship
2022,DZ,Algeria,Total,1143,,D4,Immigrants - citizenship
2023,DZ,Algeria,Male,1154,,D4,Immigrants - citizenship
2023,DZ,Algeria,Female,496,,D4,Immigrants - citizenship
2023,DZ,Algeria,Total,1650,,D4,Immigrants - citizenship
2019,DZ,Algeria,Male,10950,Long-term,D5,Type of residence permit and citizenship
2019,DZ,Algeria,Male,2677,Short-term,D5,Type of residence permit and citizenship
2019,DZ,Algeria,Male,13627,Total,D5,Type of residence permit and citizenship
2019,DZ,Algeria,Female,6248,Long-term,D5,Type of residence permit and citizenship
2019,DZ,Algeria,Female,2113,Short-term,D5,Type of residence permit and citizenship
2019,DZ,Algeria,Female,8361,Total,D5,Type of residence permit and citizenship
2019,DZ,Algeria,Total,17198,Long-term,D5,Type of residence permit and citizenship
2019,DZ,Algeria,Total,4790,Short-term,D5,Type of residence permit and citizenship
2019,DZ,Algeria,Total,21988,Total,D5,Type of residence permit and citizenship
2020,DZ,Algeria,Male,9714,Long-term,D5,Type of residence permit and citizenship
2020,DZ,Algeria,Male,2512,Short-term,D5,Type of residence permit and citizenship
2020,DZ,Algeria,Male,12226,Total,D5,Type of residence permit and citizenship
2020,DZ,Algeria,Female,5752,Long-term,D5,Type of residence permit and citizenship
2020,DZ,Algeria,Female,2154,Short-term,D5,Type of residence permit and citizenship
2020,DZ,Algeria,Female,7906,Total,D5,Type of residence permit and citizenship
2020,DZ,Algeria,Total,15466,Long-term,D5,Type of residence permit and citizenship
2020,DZ,Algeria,Total,4666,Short-term,D5,Type of residence permit and citizenship
2020,DZ,Algeria,Total,20132,Total,D5,Type of residence permit and citizenship
2021,DZ,Algeria,Male,9221,Long-term,D5,Type of residence permit and citizenship
2021,DZ,Algeria,Male,2127,Short-term,D5,Type of residence permit and citizenship
2021,DZ,Algeria,Male,11348,Total,D5,Type of residence permit and citizenship
2021,DZ,Algeria,Female,5245,Long-term,D5,Type of residence permit and citizenship
2021,DZ,Algeria,Female,2043,Short-term,D5,Type of residence permit and citizenship
2021,DZ,Algeria,Female,7288,Total,D5,Type of residence permit and citizenship
2021,DZ,Algeria,Total,14466,Long-term,D5,Type of residence permit and citizenship
2021,DZ,Algeria,Total,4170,Short-term,D5,Type of residence permit and citizenship
2021,DZ,Algeria,Total,18636,Total,D5,Type of residence permit and citizenship
2022,DZ,Algeria,Male,9723,Long-term,D5,Type of residence permit and citizenship
2022,DZ,Algeria,Male,2115,Short-term,D5,Type of residence permit and citizenship
2022,DZ,Algeria,Male,11838,Total,D5,Type of residence permit and citizenship
2022,DZ,Algeria,Female,5310,Long-term,D5,Type of residence permit and citizenship
2022,DZ,Algeria,Female,1604,Short-term,D5,Type of residence permit and citizenship
2022,DZ,Algeria,Female,6914,Total,D5,Type of residence permit and citizenship
2022,DZ,Algeria,Total,15033,Long-term,D5,Type of residence permit and citizenship
2022,DZ,Algeria,Total,3719,Short-term,D5,Type of residence permit and citizenship
2022,DZ,Algeria,Total,18752,Total,D5,Type of residence permit and citizenship
2023,DZ,Algeria,Male,8858,Long-term,D5,Type of residence permit and citizenship
2023,DZ,Algeria,Male,2599,Short-term,D5,Type of residence permit and citizenship
2023,DZ,Algeria,Male,11457,Total,D5,Type of residence permit and citizenship
2023,DZ,Algeria,Female,4689,Long-term,D5,Type of residence permit and citizenship
2023,DZ,Algeria,Female,1802,Short-term,D5,Type of residence permit and citizenship
2023,DZ,Algeria,Female,6491,Total,D5,Type of residence permit and citizenship
2023,DZ,Algeria,Total,13547,Long-term,D5,Type of residence permit and citizenship
2023,DZ,Algeria,Total,4401,Short-term,D5,Type of residence permit and citizenship
2023,DZ,Algeria,Total,17948,Total,D5,Type of residence permit and citizenship
2024,DZ,Algeria,Male,8750,Long-term,D5,Type of residence permit and citizenship
2024,DZ,Algeria,Male,2769,Short-term,D5,Type of residence permit and citizenship
2024,DZ,Algeria,Male,11519,Total,D5,Type of residence permit and citizenship
2024,DZ,Algeria,Female,4303,Long-term,D5,Type of residence permit and citizenship
2024,DZ,Algeria,Female,1795,Short-term,D5,Type of residence permit and citizenship
2024,DZ,Algeria,Female,6098,Total,D5,Type of residence permit and citizenship
2024,DZ,Algeria,Total,13053,Long-term,D5,Type of residence permit and citizenship
2024,DZ,Algeria,Total,4564,Short-term,D5,Type of residence permit and citizenship
2024,DZ,Algeria,Total,17617,Total,D5,Type of residence permit and citizenship
2019,AD,Andorra,Male,3,,D4,Immigrants - citizenship
2019,AD,Andorra,Female,3,,D4,Immigrants - citizenship
2019,AD,Andorra,Total,6,,D4,Immigrants - citizenship
2021,AD,Andorra,Male,1,,D4,Immigrants - citizenship
2021,AD,Andorra,Female,1,,D4,Immigrants - citizenship
2021,AD,Andorra,Total,2,,D4,Immigrants - citizenship
2022,AD,Andorra,Male,1,,D4,Immigrants - citizenship
2022,AD,Andorra,Total,1,,D4,Immigrants - citizenship
2023,AD,Andorra,Female,1,,D4,Immigrants - citizenship
2023,AD,Andorra,Total,1,,D4,Immigrants - citizenship
2019,AO,Angola,Male,40,,D4,Immigrants - citizenship
2019,AO,Angola,Female,38,,D4,Immigrants - citizenship
2019,AO,Angola,Total,78,,D4,Immigrants - citizenship
2020,AO,Angola,Male,22,,D4,Immigrants - citizenship
2020,AO,Angola,Female,21,,D4,Immigrants - citizenship
2020,AO,Angola,Total,43,,D4,Immigrants - citizenship
2021,AO,Angola,Male,29,,D4,Immigrants - citizenship
2021,AO,Angola,Female,27,,D4,Immigrants - citizenship
2021,AO,Angola,Total,56,,D4,Immigrants - citizenship
2022,AO,Angola,Male,38,,D4,Immigrants - citizenship
2022,AO,Angola,Female,42,,D4,Immigrants - citizenship
2022,AO,Angola,Total,80,,D4,Immigrants - citizenship
2023,AO,Angola,Male,38,,D4,Immigrants - citizenship
2023,AO,Angola,Female,49,,D4,Immigrants - citizenship
2023,AO,Angola,Total,87,,D4,Immigrants - citizenship
2019,AG,Antigua and Barbuda,Male,2,,D4,Immigrants - citizenship
2019,AG,Antigua and Barbuda,Female,2,,D4,Immigrants - citizenship
2019,AG,Antigua and Barbuda,Total,4,,D4,Immigrants - citizenship
2021,AG,Antigua and Barbuda,Male,1,,D4,Immigrants - citizenship
2021,AG,Antigua and Barbuda,Female,1,,D4,Immigrants - citizenship
2021,AG,Antigua and Barbuda,Total,2,,D4,Immigrants - citizenship
2022,AG,Antigua and Barbuda,Male,3,,D4,Immigrants - citizenship
2022,AG,Antigua and Barbuda,Female,1,,D4,Immigrants - citizenship
2022,AG,Antigua and Barbuda,Total,4,,D4,Immigrants - citizenship
2023,AG,Antigua and Barbuda,Male,2,,D4,Immigrants - citizenship
2023,AG,Antigua and Barbuda,Female,1,,D4,Immigrants - citizenship
2023,AG,Antigua and Barbuda,Total,3,,D4,Immigrants - citizenship
2019,AR,Argentina,Male,2131,,D4,Immigrants - citizenship
2019,AR,Argentina,Female,2151,,D4,Immigrants - citizenship
2019,AR,Argentina,Total,4282,,D4,Immigrants - citizenship
2020,AR,Argentina,Male,1061,,D4,Immigrants - citizenship
2020,AR,Argentina,Female,1170,,D4,Immigrants - citizenship
2020,AR,Argentina,Total,2231,,D4,Immigrants - citizenship
2021,AR,Argentina,Male,3116,,D4,Immigrants - citizenship
2021,AR,Argentina,Female,3006,,D4,Immigrants - citizenship
2021,AR,Argentina,Total,6122,,D4,Immigrants - citizenship
2022,AR,Argentina,Male,7347,,D4,Immigrants - citizenship
2022,AR,Argentina,Female,7207,,D4,Immigrants - citizenship
2022,AR,Argentina,Total,14554,,D4,Immigrants - citizenship
2023,AR,Argentina,Male,8725,,D4,Immigrants - citizenship
2023,AR,Argentina,Female,8340,,D4,Immigrants - citizenship
2023,AR,Argentina,Total,17065,,D4,Immigrants - citizenship
2019,AR,Argentina,Male,2073,Long-term,D5,Type of residence permit and citizenship
2019,AR,Argentina,Male,1319,Short-term,D5,Type of residence permit and citizenship
2019,AR,Argentina,Male,3392,Total,D5,Type of residence permit and citizenship
2019,AR,Argentina,Female,3002,Long-term,D5,Type of residence permit and citizenship
2019,AR,Argentina,Female,1689,Short-term,D5,Type of residence permit and citizenship
2019,AR,Argentina,Female,4691,Total,D5,Type of residence permit and citizenship
2019,AR,Argentina,Total,5075,Long-term,D5,Type of residence permit and citizenship
2019,AR,Argentina,Total,3008,Short-term,D5,Type of residence permit and citizenship
2019,AR,Argentina,Total,8083,Total,D5,Type of residence permit and citizenship
2020,AR,Argentina,Male,1988,Long-term,D5,Type of residence permit and citizenship
2020,AR,Argentina,Male,1498,Short-term,D5,Type of residence permit and citizenship
2020,AR,Argentina,Male,3486,Total,D5,Type of residence permit and citizenship
2020,AR,Argentina,Female,2889,Long-term,D5,Type of residence permit and citizenship
2020,AR,Argentina,Female,1940,Short-term,D5,Type of residence permit and citizenship
2020,AR,Argentina,Female,4829,Total,D5,Type of residence permit and citizenship
2020,AR,Argentina,Total,4877,Long-term,D5,Type of residence permit and citizenship
2020,AR,Argentina,Total,3438,Short-term,D5,Type of residence permit and citizenship
2020,AR,Argentina,Total,8315,Total,D5,Type of residence permit and citizenship
2021,AR,Argentina,Male,1871,Long-term,D5,Type of residence permit and citizenship
2021,AR,Argentina,Male,1348,Short-term,D5,Type of residence permit and citizenship
2021,AR,Argentina,Male,3219,Total,D5,Type of residence permit and citizenship
2021,AR,Argentina,Female,2694,Long-term,D5,Type of residence permit and citizenship
2021,AR,Argentina,Female,1970,Short-term,D5,Type of residence permit and citizenship
2021,AR,Argentina,Female,4664,Total,D5,Type of residence permit and citizenship
2021,AR,Argentina,Total,4565,Long-term,D5,Type of residence permit and citizenship
2021,AR,Argentina,Total,3318,Short-term,D5,Type of residence permit and citizenship
2021,AR,Argentina,Total,7883,Total,D5,Type of residence permit and citizenship
2022,AR,Argentina,Male,2283,Long-term,D5,Type of residence permit and citizenship
2022,AR,Argentina,Male,1319,Short-term,D5,Type of residence permit and citizenship
2022,AR,Argentina,Male,3602,Total,D5,Type of residence permit and citizenship
2022,AR,Argentina,Female,3585,Long-term,D5,Type of residence permit and citizenship
2022,AR,Argentina,Female,1478,Short-term,D5,Type of residence permit and citizenship
2022,AR,Argentina,Female,5063,Total,D5,Type of residence permit and citizenship
2022,AR,Argentina,Total,5868,Long-term,D5,Type of residence permit and citizenship
2022,AR,Argentina,Total,2797,Short-term,D5,Type of residence permit and citizenship
2022,AR,Argentina,Total,8665,Total,D5,Type of residence permit and citizenship
2023,AR,Argentina,Male,2345,Long-term,D5,Type of residence permit and citizenship
2023,AR,Argentina,Male,2097,Short-term,D5,Type of residence permit and citizenship
2023,AR,Argentina,Male,4442,Total,D5,Type of residence permit and citizenship
2023,AR,Argentina,Female,3642,Long-term,D5,Type of residence permit and citizenship
2023,AR,Argentina,Female,2532,Short-term,D5,Type of residence permit and citizenship
2023,AR,Argentina,Female,6174,Total,D5,Type of residence permit and citizenship
2023,AR,Argentina,Total,5987,Long-term,D5,Type of residence permit and citizenship
2023,AR,Argentina,Total,4629,Short-term,D5,Type of residence permit and citizenship
2023,AR,Argentina,Total,10616,Total,D5,Type of residence permit and citizenship
2024,AR,Argentina,Male,2542,Long-term,D5,Type of residence permit and citizenship
2024,AR,Argentina,Male,1969,Short-term,D5,Type of residence permit and citizenship
2024,AR,Argentina,Male,4511,Total,D5,Type of residence permit and citizenship
2024,AR,Argentina,Female,3834,Long-term,D5,Type of residence permit and citizenship
2024,AR,Argentina,Female,2391,Short-term,D5,Type of residence permit and citizenship
2024,AR,Argentina,Female,6225,Total,D5,Type of residence permit and citizenship
2024,AR,Argentina,Total,6376,Long-term,D5,Type of residence permit and citizenship
2024,AR,Argentina,Total,4360,Short-term,D5,Type of residence permit and citizenship
2024,AR,Argentina,Total,10736,Total,D5,Type of residence permit and citizenship
2019,AM,Armenia,Male,30,,D4,Immigrants - citizenship
2019,AM,Armenia,Female,70,,D4,Immigrants - citizenship
2019,AM,Armenia,Total,100,,D4,Immigrants - citizenship
2020,AM,Armenia,Male,53,,D4,Immigrants - citizenship
2020,AM,Armenia,Female,67,,D4,Immigrants - citizenship
2020,AM,Armenia,Total,120,,D4,Immigrants - citizenship
2021,AM,Armenia,Male,112,,D4,Immigrants - citizenship
2021,AM,Armenia,Female,64,,D4,Immigrants - citizenship
2021,AM,Armenia,Total,176,,D4,Immigrants - citizenship
2022,AM,Armenia,Male,102,,D4,Immigrants - citizenship
2022,AM,Armenia,Female,90,,D4,Immigrants - citizenship
2022,AM,Armenia,Total,192,,D4,Immigrants - citizenship
2023,AM,Armenia,Male,83,,D4,Immigrants - citizenship
2023,AM,Armenia,Female,75,,D4,Immigrants - citizenship
2023,AM,Armenia,Total,158,,D4,Immigrants - citizenship
2019,AU,Australia,Male,108,,D4,Immigrants - citizenship
2019,AU,Australia,Female,118,,D4,Immigrants - citizenship
2019,AU,Australia,Total,226,,D4,Immigrants - citizenship
2020,AU,Australia,Male,71,,D4,Immigrants - citizenship
2020,AU,Australia,Female,70,,D4,Immigrants - citizenship
2020,AU,Australia,Total,141,,D4,Immigrants - citizenship
2021,AU,Australia,Male,75,,D4,Immigrants - citizenship
2021,AU,Australia,Female,103,,D4,Immigrants - citizenship
2021,AU,Australia,Total,178,,D4,Immigrants - citizenship
2022,AU,Australia,Male,143,,D4,Immigrants - citizenship
2022,AU,Australia,Female,134,,D4,Immigrants - citizenship
2022,AU,Australia,Total,277,,D4,Immigrants - citizenship
2023,AU,Australia,Male,221,,D4,Immigrants - citizenship
2023,AU,Australia,Female,251,,D4,Immigrants - citizenship
2023,AU,Australia,Total,472,,D4,Immigrants - citizenship
2019,AT,Austria,Male,102,,D4,Immigrants - citizenship
2019,AT,Austria,Female,178,,D4,Immigrants - citizenship
2019,AT,Austria,Total,280,,D4,Immigrants - citizenship
2020,AT,Austria,Male,128,,D4,Immigrants - citizenship
2020,AT,Austria,Female,173,,D4,Immigrants - citizenship
2020,AT,Austria,Total,301,,D4,Immigrants - citizenship
2021,AT,Austria,Male,106,,D4,Immigrants - citizenship
2021,AT,Austria,Female,181,,D4,Immigrants - citizenship
2021,AT,Austria,Total,287,,D4,Immigrants - citizenship
2022,AT,Austria,Male,176,,D4,Immigrants - citizenship
2022,AT,Austria,Female,195,,D4,Immigrants - citizenship
2022,AT,Austria,Total,371,,D4,Immigrants - citizenship
2023,AT,Austria,Male,184,,D4,Immigrants - citizenship
2023,AT,Austria,Female,259,,D4,Immigrants - citizenship
2023,AT,Austria,Total,443,,D4,Immigrants - citizenship
2019,AZ,Azerbaijan,Male,85,,D4,Immigrants - citizenship
2019,AZ,Azerbaijan,Female,46,,D4,Immigrants - citizenship
2019,AZ,Azerbaijan,Total,131,,D4,Immigrants - citizenship
2020,AZ,Azerbaijan,Male,98,,D4,Immigrants - citizenship
2020,AZ,Azerbaijan,Female,86,,D4,Immigrants - citizenship
2020,AZ,Azerbaijan,Total,184,,D4,Immigrants - citizenship
2021,AZ,Azerbaijan,Male,123,,D4,Immigrants - citizenship
2021,AZ,Azerbaijan,Female,83,,D4,Immigrants - citizenship
2021,AZ,Azerbaijan,Total,206,,D4,Immigrants - citizenship
2022,AZ,Azerbaijan,Male,72,,D4,Immigrants - citizenship
2022,AZ,Azerbaijan,Female,73,,D4,Immigrants - citizenship
2022,AZ,Azerbaijan,Total,145,,D4,Immigrants - citizenship
2023,AZ,Azerbaijan,Male,71,,D4,Immigrants - citizenship
2023,AZ,Azerbaijan,Female,72,,D4,Immigrants - citizenship
2023,AZ,Azerbaijan,Total,143,,D4,Immigrants - citizenship
2019,BS,Bahamas,Male,3,,D4,Immigrants - citizenship
2019,BS,Bahamas,Female,2,,D4,Immigrants - citizenship
2019,BS,Bahamas,Total,5,,D4,Immigrants - citizenship
2020,BS,Bahamas,Male,1,,D4,Immigrants - citizenship
2020,BS,Bahamas,Female,1,,D4,Immigrants - citizenship
2020,BS,Bahamas,Total,2,,D4,Immigrants - citizenship
2021,BS,Bahamas,Female,3,,D4,Immigrants - citizenship
2021,BS,Bahamas,Total,3,,D4,Immigrants - citizenship
2022,BS,Bahamas,Male,1,,D4,Immigrants - citizenship
2022,BS,Bahamas,Total,1,,D4,Immigrants - citizenship
2023,BS,Bahamas,Male,1,,D4,Immigrants - citizenship
2023,BS,Bahamas,Total,1,,D4,Immigrants - citizenship
2019,BH,Bahrain,Female,1,,D4,Immigrants - citizenship
2019,BH,Bahrain,Total,1,,D4,Immigrants - citizenship
2020,BH,Bahrain,Male,1,,D4,Immigrants - citizenship
2020,BH,Bahrain,Female,1,,D4,Immigrants - citizenship
2020,BH,Bahrain,Total,2,,D4,Immigrants - citizenship
2021,BH,Bahrain,Male,1,,D4,Immigrants - citizenship
2021,BH,Bahrain,Female,1,,D4,Immigrants - citizenship
2021,BH,Bahrain,Total,2,,D4,Immigrants - citizenship
2022,BH,Bahrain,Male,1,,D4,Immigrants - citizenship
2022,BH,Bahrain,Female,1,,D4,Immigrants - citizenship
